Country_name,Land_category_code,Land_category,Year,Unit,Value
Bangladesh,6646,Forest land,2008,1000 ha,1894.66
Bangladesh,6646,Forest land,2009,1000 ha,1891.45
Bangladesh,6646,Forest land,2010,1000 ha,1888.24
Bangladesh,6646,Forest land,2011,1000 ha,1887.25
Bangladesh,6646,Forest land,2012,1000 ha,1886.26
Bangladesh,6646,Forest land,2013,1000 ha,1885.28
Bangladesh,6646,Forest land,2014,1000 ha,1884.29
Bangladesh,6646,Forest land,2015,1000 ha,1883.3
Bangladesh,6646,Forest land,2016,1000 ha,1882.31
Bangladesh,6646,Forest land,2017,1000 ha,1881.32
Bangladesh,6646,Forest land,2018,1000 ha,1880.34
Bangladesh,6646,Forest land,2019,1000 ha,1879.35
Bangladesh,6646,Forest land,2020,1000 ha,1878.36
Bangladesh,6646,Forest land,2021,1000 ha,1877.37
Bangladesh,6646,Forest land,2022,1000 ha,1876.38
Bangladesh,6646,Forest land,2023,1000 ha,1875.4
Bangladesh,6646,Forest land,2024,1000 ha,1874.41
Bangladesh,6646,Forest land,2025,1000 ha,1873.42
Bangladesh,6717,Naturally regenerating forest,1990,1000 ha,1895.54
Bangladesh,6717,Naturally regenerating forest,1991,1000 ha,1890.5
Bangladesh,6717,Naturally regenerating forest,1992,1000 ha,1885.46
Bangladesh,6717,Naturally regenerating forest,1993,1000 ha,1880.43
Bangladesh,6717,Naturally regenerating forest,1994,1000 ha,1875.39
Bangladesh,6717,Naturally regenerating forest,1995,1000 ha,1870.35
Bangladesh,6717,Naturally regenerating forest,1996,1000 ha,1865.31
Bangladesh,6717,Naturally regenerating forest,1997,1000 ha,1860.27
Bangladesh,6717,Naturally regenerating forest,1998,1000 ha,1855.24
Bangladesh,6717,Naturally regenerating forest,1999,1000 ha,1850.2
Bangladesh,6717,Naturally regenerating forest,2000,1000 ha,1845.16
Bangladesh,6717,Naturally regenerating forest,2001,1000 ha,1842.28
Bangladesh,6717,Naturally regenerating forest,2002,1000 ha,1839.39
Bangladesh,6717,Naturally regenerating forest,2003,1000 ha,1836.51
Bangladesh,6717,Naturally regenerating forest,2004,1000 ha,1833.62
Bangladesh,6717,Naturally regenerating forest,2005,1000 ha,1830.74
Bangladesh,6717,Naturally regenerating forest,2006,1000 ha,1827.85
Bangladesh,6717,Naturally regenerating forest,2007,1000 ha,1824.97
Bangladesh,6717,Naturally regenerating forest,2008,1000 ha,1822.08
Bangladesh,6717,Naturally regenerating forest,2009,1000 ha,1819.2
Bangladesh,6717,Naturally regenerating forest,2010,1000 ha,1816.31
Bangladesh,6717,Naturally regenerating forest,2011,1000 ha,1798.09
Bangladesh,6717,Naturally regenerating forest,2012,1000 ha,1779.87
Bangladesh,6717,Naturally regenerating forest,2013,1000 ha,1761.65
Bangladesh,6717,Naturally regenerating forest,2014,1000 ha,1743.43
Bangladesh,6717,Naturally regenerating forest,2015,1000 ha,1725.21
Bangladesh,6717,Naturally regenerating forest,2016,1000 ha,1707.02
Bangladesh,6717,Naturally regenerating forest,2017,1000 ha,1688.83
Bangladesh,6717,Naturally regenerating forest,2018,1000 ha,1670.63
Bangladesh,6717,Naturally regenerating forest,2019,1000 ha,1652.44
Bangladesh,6717,Naturally regenerating forest,2020,1000 ha,1634.25
Bangladesh,6717,Naturally regenerating forest,2021,1000 ha,1616.03
Bangladesh,6717,Naturally regenerating forest,2022,1000 ha,1597.81
Bangladesh,6717,Naturally regenerating forest,2023,1000 ha,1579.6
Bangladesh,6717,Naturally regenerating forest,2024,1000 ha,1561.38
Bangladesh,6717,Naturally regenerating forest,2025,1000 ha,1543.16
Bangladesh,6716,Planted Forest,1990,1000 ha,89.77
Bangladesh,6716,Planted Forest,1991,1000 ha,88.31
Bangladesh,6716,Planted Forest,1992,1000 ha,86.85
Bangladesh,6716,Planted Forest,1993,1000 ha,85.39
Bangladesh,6716,Planted Forest,1994,1000 ha,83.93
Bangladesh,6716,Planted Forest,1995,1000 ha,82.47
Bangladesh,6716,Planted Forest,1996,1000 ha,81.01
Bangladesh,6716,Planted Forest,1997,1000 ha,79.55
Bangladesh,6716,Planted Forest,1998,1000 ha,78.09
Bangladesh,6716,Planted Forest,1999,1000 ha,76.63
Bangladesh,6716,Planted Forest,2000,1000 ha,75.17
Bangladesh,6716,Planted Forest,2001,1000 ha,74.85
Bangladesh,6716,Planted Forest,2002,1000 ha,74.52
Bangladesh,6716,Planted Forest,2003,1000 ha,74.2
Bangladesh,6716,Planted Forest,2004,1000 ha,73.87
Bangladesh,6716,Planted Forest,2005,1000 ha,73.55
Bangladesh,6716,Planted Forest,2006,1000 ha,73.23
Bangladesh,6716,Planted Forest,2007,1000 ha,72.9
Bangladesh,6716,Planted Forest,2008,1000 ha,72.58
Bangladesh,6716,Planted Forest,2009,1000 ha,72.25
Bangladesh,6716,Planted Forest,2010,1000 ha,71.93
Bangladesh,6716,Planted Forest,2011,1000 ha,89.16
Bangladesh,6716,Planted Forest,2012,1000 ha,106.39
Bangladesh,6716,Planted Forest,2013,1000 ha,123.63
Bangladesh,6716,Planted Forest,2014,1000 ha,140.86
Bangladesh,6716,Planted Forest,2015,1000 ha,158.09
Bangladesh,6716,Planted Forest,2016,1000 ha,175.31
Bangladesh,6716,Planted Forest,2017,1000 ha,192.54
Bangladesh,6716,Planted Forest,2018,1000 ha,209.76
Bangladesh,6716,Planted Forest,2019,1000 ha,226.99
Bangladesh,6716,Planted Forest,2020,1000 ha,244.21
Bangladesh,6716,Planted Forest,2021,1000 ha,261.44
Bangladesh,6716,Planted Forest,2022,1000 ha,278.67
Bangladesh,6716,Planted Forest,2023,1000 ha,295.89
Bangladesh,6716,Planted Forest,2024,1000 ha,313.12
Bangladesh,6716,Planted Forest,2025,1000 ha,330.35
Bangladesh,6670,Other land,1990,1000 ha,645.69
Bangladesh,6670,Other land,1991,1000 ha,718.19
Bangladesh,6670,Other land,1992,1000 ha,1495.69
Bangladesh,6670,Other land,1993,1000 ha,1605.18
Bangladesh,6670,Other land,1994,1000 ha,1699.68
Bangladesh,6670,Other land,1995,1000 ha,1690.18
Bangladesh,6670,Other land,1996,1000 ha,1743.68
Bangladesh,6670,Other land,1997,1000 ha,1712.18
Bangladesh,6670,Other land,1998,1000 ha,1649.67
Bangladesh,6670,Other land,1999,1000 ha,1604.17
Bangladesh,6670,Other land,2000,1000 ha,1696.67
Bangladesh,6670,Other land,2001,1000 ha,1696.88
Bangladesh,6670,Other land,2002,1000 ha,1750.09
Bangladesh,6670,Other land,2003,1000 ha,1778.3
Bangladesh,6670,Other land,2004,1000 ha,1786.51
Bangladesh,6670,Other land,2005,1000 ha,1801.72
Bangladesh,6670,Other land,2006,1000 ha,1835.92
Bangladesh,6670,Other land,2007,1000 ha,1853.13
Bangladesh,6670,Other land,2008,1000 ha,1869.34
Bangladesh,6670,Other land,2009,1000 ha,1879.55
Bangladesh,6670,Other land,2010,1000 ha,1887.76
Bangladesh,6670,Other land,2011,1000 ha,2001.75
Bangladesh,6670,Other land,2012,1000 ha,2010.74
Bangladesh,6670,Other land,2013,1000 ha,2023.72
Bangladesh,6670,Other land,2014,1000 ha,2033.71
Bangladesh,6670,Other land,2015,1000 ha,1971.46
Bangladesh,6670,Other land,2016,1000 ha,1940.48
Bangladesh,6670,Other land,2017,1000 ha,1948.35
Bangladesh,6670,Other land,2018,1000 ha,1934.36
Bangladesh,6670,Other land,2019,1000 ha,1740.65
Bangladesh,6670,Other land,2020,1000 ha,1708.64
Bangladesh,6670,Other land,2021,1000 ha,1721.63
Bangladesh,6670,Other land,2022,1000 ha,1713.62
Bangladesh,6670,Other land,2023,1000 ha,1742.6
Bangladesh,6670,Other land,2024,1000 ha,1743.59
Bangladesh,6680,Inland waters,1961,1000 ha,1829
Bangladesh,6680,Inland waters,1962,1000 ha,1829
Bangladesh,6680,Inland waters,1963,1000 ha,1829
Bangladesh,6680,Inland waters,1964,1000 ha,1829
Bangladesh,6680,Inland waters,1965,1000 ha,1829
Bangladesh,6680,Inland waters,1966,1000 ha,1829
Bangladesh,6680,Inland waters,1967,1000 ha,1829
Bangladesh,6680,Inland waters,1968,1000 ha,1829
Bangladesh,6680,Inland waters,1969,1000 ha,1829
Bangladesh,6680,Inland waters,1970,1000 ha,1829
Bangladesh,6680,Inland waters,1971,1000 ha,1829
Bangladesh,6680,Inland waters,1972,1000 ha,1829
Bangladesh,6680,Inland waters,1973,1000 ha,1829
Bangladesh,6680,Inland waters,1974,1000 ha,1829
Bangladesh,6680,Inland waters,1975,1000 ha,1829
Bangladesh,6680,Inland waters,1976,1000 ha,1829
Bangladesh,6680,Inland waters,1977,1000 ha,1829
Bangladesh,6680,Inland waters,1978,1000 ha,1829
Bangladesh,6680,Inland waters,1979,1000 ha,1829
Bangladesh,6680,Inland waters,1980,1000 ha,1829
Bangladesh,6680,Inland waters,1981,1000 ha,1829
Bangladesh,6680,Inland waters,1982,1000 ha,1829
Bangladesh,6680,Inland waters,1983,1000 ha,1829
Bangladesh,6680,Inland waters,1984,1000 ha,1829
Bangladesh,6680,Inland waters,1985,1000 ha,1829
Bangladesh,6680,Inland waters,1986,1000 ha,1829
Bangladesh,6680,Inland waters,1987,1000 ha,1829
Bangladesh,6680,Inland waters,1988,1000 ha,1829
Bangladesh,6680,Inland waters,1989,1000 ha,1829
Bangladesh,6680,Inland waters,1990,1000 ha,1829
Bangladesh,6680,Inland waters,1991,1000 ha,1829
Bangladesh,6680,Inland waters,1992,1000 ha,1829
Bangladesh,6680,Inland waters,1993,1000 ha,1829
Bangladesh,6680,Inland waters,1994,1000 ha,1829
Bangladesh,6680,Inland waters,1995,1000 ha,1829
Bangladesh,6680,Inland waters,1996,1000 ha,1829
Bangladesh,6680,Inland waters,1997,1000 ha,1829
Bangladesh,6680,Inland waters,1998,1000 ha,1829
Bangladesh,6680,Inland waters,1999,1000 ha,1829
Bangladesh,6680,Inland waters,2000,1000 ha,1829
Bangladesh,6680,Inland waters,2001,1000 ha,1829
Bangladesh,6680,Inland waters,2002,1000 ha,1829
Bangladesh,6680,Inland waters,2003,1000 ha,1829
Bangladesh,6680,Inland waters,2004,1000 ha,1829
Bangladesh,6680,Inland waters,2005,1000 ha,1829
Bangladesh,6680,Inland waters,2006,1000 ha,1829
Bangladesh,6680,Inland waters,2007,1000 ha,1829
Bangladesh,6680,Inland waters,2008,1000 ha,1829
Bangladesh,6680,Inland waters,2009,1000 ha,1829
Bangladesh,6680,Inland waters,2010,1000 ha,1829
Bangladesh,6680,Inland waters,2011,1000 ha,1829
Bangladesh,6680,Inland waters,2012,1000 ha,1829
Bangladesh,6680,Inland waters,2013,1000 ha,1829
Bangladesh,6680,Inland waters,2014,1000 ha,1746
Bangladesh,6680,Inland waters,2015,1000 ha,1746
Bangladesh,6680,Inland waters,2016,1000 ha,1746
Bangladesh,6680,Inland waters,2017,1000 ha,1780.7
Bangladesh,6680,Inland waters,2018,1000 ha,1740
Bangladesh,6680,Inland waters,2019,1000 ha,1740
Bangladesh,6680,Inland waters,2020,1000 ha,1740
Bangladesh,6680,Inland waters,2021,1000 ha,1740
Bangladesh,6680,Inland waters,2022,1000 ha,1731
Bangladesh,6680,Inland waters,2023,1000 ha,1759
Bangladesh,6680,Inland waters,2024,1000 ha,1759
Bangladesh,6690,Land area equipped for irrigation,1961,1000 ha,426
Bangladesh,6690,Land area equipped for irrigation,1962,1000 ha,476
Bangladesh,6690,Land area equipped for irrigation,1963,1000 ha,513
Bangladesh,6690,Land area equipped for irrigation,1964,1000 ha,517
Bangladesh,6690,Land area equipped for irrigation,1965,1000 ha,572
Bangladesh,6690,Land area equipped for irrigation,1966,1000 ha,620
Bangladesh,6690,Land area equipped for irrigation,1967,1000 ha,686
Bangladesh,6690,Land area equipped for irrigation,1968,1000 ha,1218
Bangladesh,6690,Land area equipped for irrigation,1969,1000 ha,1457
Bangladesh,6690,Land area equipped for irrigation,1970,1000 ha,1058
Bangladesh,6690,Land area equipped for irrigation,1971,1000 ha,1050
Bangladesh,6690,Land area equipped for irrigation,1972,1000 ha,1047
Bangladesh,6690,Land area equipped for irrigation,1973,1000 ha,1212
Bangladesh,6690,Land area equipped for irrigation,1974,1000 ha,1299
Bangladesh,6690,Land area equipped for irrigation,1975,1000 ha,1441
Bangladesh,6690,Land area equipped for irrigation,1976,1000 ha,1406
Bangladesh,6690,Land area equipped for irrigation,1977,1000 ha,1218
Bangladesh,6690,Land area equipped for irrigation,1978,1000 ha,1457
Bangladesh,6690,Land area equipped for irrigation,1979,1000 ha,1495
Bangladesh,6690,Land area equipped for irrigation,1980,1000 ha,1520
Bangladesh,6690,Land area equipped for irrigation,1981,1000 ha,1520
Bangladesh,6690,Land area equipped for irrigation,1982,1000 ha,1520
Bangladesh,6690,Land area equipped for irrigation,1983,1000 ha,1848
Bangladesh,6690,Land area equipped for irrigation,1984,1000 ha,1920
Bangladesh,6690,Land area equipped for irrigation,1985,1000 ha,2073
Bangladesh,6690,Land area equipped for irrigation,1986,1000 ha,2098
Bangladesh,6690,Land area equipped for irrigation,1987,1000 ha,2199
Bangladesh,6690,Land area equipped for irrigation,1988,1000 ha,2347
Bangladesh,6690,Land area equipped for irrigation,1989,1000 ha,2737
Bangladesh,6690,Land area equipped for irrigation,1990,1000 ha,2790
Bangladesh,6690,Land area equipped for irrigation,1991,1000 ha,3100
Bangladesh,6690,Land area equipped for irrigation,1992,1000 ha,3100
Bangladesh,6690,Land area equipped for irrigation,1993,1000 ha,3252
Bangladesh,6690,Land area equipped for irrigation,1994,1000 ha,3288
Bangladesh,6690,Land area equipped for irrigation,1995,1000 ha,3751
Bangladesh,6690,Land area equipped for irrigation,1996,1000 ha,3784
Bangladesh,6690,Land area equipped for irrigation,1997,1000 ha,3817
Bangladesh,6690,Land area equipped for irrigation,1998,1000 ha,3850
Bangladesh,6690,Land area equipped for irrigation,1999,1000 ha,3985
Bangladesh,6690,Land area equipped for irrigation,2000,1000 ha,4187
Bangladesh,6690,Land area equipped for irrigation,2001,1000 ha,4421
Bangladesh,6690,Land area equipped for irrigation,2002,1000 ha,4597
Bangladesh,6690,Land area equipped for irrigation,2003,1000 ha,4725
Bangladesh,6690,Land area equipped for irrigation,2004,1000 ha,4817
Bangladesh,6690,Land area equipped for irrigation,2005,1000 ha,4875
Bangladesh,6690,Land area equipped for irrigation,2006,1000 ha,4912
Bangladesh,6690,Land area equipped for irrigation,2007,1000 ha,4950
Bangladesh,6690,Land area equipped for irrigation,2008,1000 ha,5050
Bangladesh,6690,Land area equipped for irrigation,2009,1000 ha,5100
Bangladesh,6690,Land area equipped for irrigation,2010,1000 ha,5180
Bangladesh,6690,Land area equipped for irrigation,2011,1000 ha,5264
Bangladesh,6690,Land area equipped for irrigation,2012,1000 ha,5300
Bangladesh,6690,Land area equipped for irrigation,2013,1000 ha,5500
Bangladesh,6690,Land area equipped for irrigation,2014,1000 ha,5500
Bangladesh,6690,Land area equipped for irrigation,2015,1000 ha,5500
Bangladesh,6690,Land area equipped for irrigation,2016,1000 ha,5500
Bangladesh,6690,Land area equipped for irrigation,2017,1000 ha,5550
Bangladesh,6690,Land area equipped for irrigation,2018,1000 ha,5560
Bangladesh,6690,Land area equipped for irrigation,2019,1000 ha,7777
Bangladesh,6690,Land area equipped for irrigation,2020,1000 ha,7879
Bangladesh,6690,Land area equipped for irrigation,2021,1000 ha,7944
Bangladesh,6690,Land area equipped for irrigation,2022,1000 ha,8369
Bangladesh,6690,Land area equipped for irrigation,2023,1000 ha,8713
Bangladesh,6690,Land area equipped for irrigation,2024,1000 ha,8713
Bangladesh,6611,Agriculture area actually irrigated,2004,1000 ha,4787
Bangladesh,6611,Agriculture area actually irrigated,2005,1000 ha,4760
Bangladesh,6611,Agriculture area actually irrigated,2006,1000 ha,4883
Bangladesh,6611,Agriculture area actually irrigated,2013,1000 ha,5373
Bangladesh,6611,Agriculture area actually irrigated,2014,1000 ha,5402
Bangladesh,6611,Agriculture area actually irrigated,2015,1000 ha,5448
Bangladesh,6611,Agriculture area actually irrigated,2016,1000 ha,5490
Bangladesh,6611,Agriculture area actually irrigated,2017,1000 ha,5527
Bangladesh,6611,Agriculture area actually irrigated,2018,1000 ha,5556.61
Bangladesh,6611,Agriculture area actually irrigated,2019,1000 ha,7777
Bangladesh,6611,Agriculture area actually irrigated,2020,1000 ha,7879
Bangladesh,6611,Agriculture area actually irrigated,2021,1000 ha,7944
Bangladesh,6611,Agriculture area actually irrigated,2022,1000 ha,8369
Bangladesh,6611,Agriculture area actually irrigated,2023,1000 ha,8369
Bangladesh,6611,Agriculture area actually irrigated,2024,1000 ha,8369
Bangladesh,6694,Cropland area actually irrigated,2013,1000 ha,5373
Bangladesh,6694,Cropland area actually irrigated,2014,1000 ha,5402
Bangladesh,6694,Cropland area actually irrigated,2015,1000 ha,5448
Bangladesh,6694,Cropland area actually irrigated,2016,1000 ha,5490
Bangladesh,6694,Cropland area actually irrigated,2017,1000 ha,5527
Bangladesh,6694,Cropland area actually irrigated,2018,1000 ha,5556.614
Bangladesh,6694,Cropland area actually irrigated,2019,1000 ha,7777
Bangladesh,6694,Cropland area actually irrigated,2020,1000 ha,7879
Bangladesh,6694,Cropland area actually irrigated,2021,1000 ha,7944
Bangladesh,6694,Cropland area actually irrigated,2022,1000 ha,8369
Bangladesh,6694,Cropland area actually irrigated,2023,1000 ha,8713
Bangladesh,6694,Cropland area actually irrigated,2024,1000 ha,8713
Bangladesh,6671,Agriculture area under organic agric.,2008,1000 ha,0.5
Bangladesh,6671,Agriculture area under organic agric.,2009,1000 ha,1.2
Bangladesh,6671,Agriculture area under organic agric.,2010,1000 ha,0.8
Bangladesh,6671,Agriculture area under organic agric.,2011,1000 ha,6.81
Bangladesh,6671,Agriculture area under organic agric.,2012,1000 ha,6.86
Bangladesh,6671,Agriculture area under organic agric.,2013,1000 ha,6.86
Bangladesh,6671,Agriculture area under organic agric.,2014,1000 ha,6.86
Bangladesh,6671,Agriculture area under organic agric.,2015,1000 ha,6.86
Bangladesh,6671,Agriculture area under organic agric.,2016,1000 ha,6.86
Bangladesh,6671,Agriculture area under organic agric.,2017,1000 ha,8.06
Bangladesh,6671,Agriculture area under organic agric.,2018,1000 ha,2.25
Bangladesh,6671,Agriculture area under organic agric.,2019,1000 ha,2.25
Bangladesh,6671,Agriculture area under organic agric.,2020,1000 ha,0.5
Bangladesh,6671,Agriculture area under organic agric.,2021,1000 ha,0.5
Bangladesh,6671,Agriculture area under organic agric.,2022,1000 ha,1.4
Bangladesh,6671,Agriculture area under organic agric.,2023,1000 ha,1.4
Bangladesh,6671,Agriculture area under organic agric.,2024,1000 ha,1.4
Bangladesh,6672,Agriculture area certified organic,2010,1000 ha,0.51
Bangladesh,6672,Agriculture area certified organic,2023,1000 ha,1.4
Bangladesh,6672,Agriculture area certified organic,2024,1000 ha,1.4
Bangladesh,6668,Cropland area under organic agric.,2019,1000 ha,2.25
Bangladesh,6668,Cropland area under organic agric.,2020,1000 ha,0.5
Bangladesh,6668,Cropland area under organic agric.,2021,1000 ha,0.5
Bangladesh,6668,Cropland area under organic agric.,2022,1000 ha,0.8
Bangladesh,6668,Cropland area under organic agric.,2023,1000 ha,1.1
Bangladesh,6668,Cropland area under organic agric.,2024,1000 ha,1.4
Bangladesh,6669,Cropland area certified organic,2010,1000 ha,0.51
Bangladesh,6669,Cropland area certified organic,2024,1000 ha,1.4
Bangladesh,6762,Land used for aquaculture,2017,1000 ha,1116.2
Bangladesh,6762,Land used for aquaculture,2018,1000 ha,807.692
Bangladesh,6767,Inland waters used for aquac. or holding facilities,2014,1000 ha,789.3
Bangladesh,6767,Inland waters used for aquac. or holding facilities,2016,1000 ha,795.8
Bangladesh,6767,Inland waters used for aquac. or holding facilities,2017,1000 ha,833.8
Bangladesh,6767,Inland waters used for aquac. or holding facilities,2018,1000 ha,797.85
Bangladesh,6767,Inland waters used for aquac. or holding facilities,2019,1000 ha,821.923
Bangladesh,6767,Inland waters used for aquac. or holding facilities,2020,1000 ha,836.796
Bangladesh,6767,Inland waters used for aquac. or holding facilities,2021,1000 ha,843.729
Bangladesh,6767,Inland waters used for aquac. or holding facilities,2022,1000 ha,845.399
Bangladesh,6767,Inland waters used for aquac. or holding facilities,2023,1000 ha,846.341
Bangladesh,6767,Inland waters used for aquac. or holding facilities,2024,1000 ha,846.34
